movie_name,Year,Age,Duration(minutes),Ratings,Gross Profit($M),Votes
Neruda,2016,15,107,6.8,0.94,"10,913"
Nine Lives,2016,15,87,5.3,19.64,"23,931"
Fences,2016,15,139,7.2,57.68,"115,118"
Julieta,2016,15,99,7.1,1.49,"33,452"
Star Trek Beyond,2016,12,122,7,158.85,"255,207"
Rogue One,2016,18,133,7.8,532.18,"672,386"
Incarnate,2016,18,87,5.3,4.79,"13,978"
"I, Daniel Blake",2016,15,100,7.8,0.26,"63,438"
Gold,2016,15,120,6.7,7.23,"67,930"
Hell or High Water,2016,15,102,7.6,27.01,"245,508"
13th,2016,15,100,8.2,2.46,"37,112"
100 Streets,2016,15,93,5.8,2.46,"4,411"
American Fable,2016,15,96,5.8,2.46,"4,651"
American Pastoral,2016,15,108,6.1,0.54,"17,804"
A Street Cat Named Bob,2016,15,103,7.3,0.04,"32,998"
A Man Called Ove,2015,18,116,7.7,3.48,"66,469"
Casa Grande,2014,12,115,6.8,2.46,"3,008"
Loving,2016,15,123,7,7.7,"36,002"
The Unknown Girl,2016,18,113,6.5,0.15,"10,201"
Moonlight,2016,15,111,7.4,27.85,"324,773"
In Dubious Battle,2016,15,110,6,2.46,"4,433"
La La Land,2016,15,128,8,151.1,"640,972"
It's Only the End of the World,2016,15,97,6.8,2.46,"24,823"
Paterson,2016,15,118,7.3,2.14,"87,026"
The Light Between Oceans,2016,15,133,7.2,12.55,"59,330"
Beauty and the Beast,2017,15,129,7.1,504.01,"327,439"
Rules Don't Apply,2016,15,127,5.7,3.65,"11,531"
Sophie and the Rising Sun,2016,15,105,6.6,0.03,"1,442"
Youth in Oregon,2016,18,105,5.8,2.46,"1,381"
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016,15,95,7.9,2.46,"3,551"
Wolves,2016,15,109,5.7,2.46,"1,337"
iBoy,2017,12,90,5.9,2.46,"24,040"
XX,2017,15,80,4.6,0.03,"12,275"
After Love,2016,15,100,6.5,0.01,"2,396"
I Don't Feel at Home in This World Anymore.,2017,12,93,6.9,2.46,"62,697"
Resident Evil: The Final Chapter,2016,15,107,5.5,26.83,"99,163"
Trauma,2016,18,92,5.4,2.46,"8,473"
Aftermath,2017,12,94,5.7,2.46,"26,379"
A United Kingdom,2016,12,111,6.9,3.9,"16,816"
Brimstone,2016,15,148,7,2.46,"44,180"
Tomboy,2016,15,95,4.7,2.46,"9,114"
Mine,2016,15,106,5.8,2.46,"20,772"
Stoned,2005,15,102,5.7,2.46,"4,132"
Papa Hemingway in Cuba,2015,18,110,6.3,1.12,"1,654"
First Girl I Loved,2016,15,90,6.2,2.46,"3,937"
52 Tuesdays,2013,15,114,6.4,2.46,"1,529"
Allied,2016,12,124,7.1,40.1,"165,409"
Logan,2017,15,137,8.1,226.28,"809,547"
Apprentice,2016,15,90,6.6,0,"1,799"
A Dog's Purpose,2017,15,100,7.2,64.51,"77,180"
The Vessel,2016,18,86,5.4,2.46,"1,179"
The Most Hated Woman in America,2017,15,91,6.1,2.46,"7,193"
3 Generations,2015,15,92,6,0.07,"6,881"
Son of the Bride,2001,18,123,7.8,0.62,"16,271"
Bridget Jones's Baby,2016,15,123,6.5,24.25,"80,395"
I Am Michael,2015,15,98,5.6,2.46,"5,840"
Why Him?,2016,18,111,6.2,60.32,"121,071"
Below Her Mouth,2016,15,94,5.5,2.46,"13,855"
The Great Wall,2016,15,103,5.9,45.54,"143,539"
Lovesong,2016,15,84,6.3,0.01,"5,298"
All Nighter,2017,15,86,5.8,2.46,"7,777"
Appropriate Behaviour,2014,15,86,6.5,2.46,"4,617"
Lost in Florence,2017,15,97,5.1,2.46,"1,018"
Blue Jay,2016,15,80,7.3,0.01,"19,880"
Silicon Cowboys,2016,15,77,6.9,0.01,"2,090"
Call Me Lucky,2015,15,106,7.5,2.46,"2,136"
Closet Monster,2015,12,90,7,0.04,"9,089"
The Discovery,2017,15,102,6.2,2.46,"36,702"
Patriots Day,2016,15,133,7.3,31.89,"110,160"
Marfa Girl,2012,15,105,5.2,2.46,"1,806"
Lazy Eye,2016,15,87,6.4,2.46,"1,912"
Personal Shopper,2016,15,105,6.1,1.31,"42,391"
1:54,2016,15,106,6.5,2.46,"1,681"
The Last Family,2016,15,123,7.4,2.46,"4,737"
The Space Between Us,2017,15,120,6.4,7.89,"55,508"
When Animals Dream,2014,15,84,5.8,2.46,"4,003"
The Pass,2016,12,88,6.5,2.46,"4,217"
This Is Everything: Gigi Gorgeous,2017,15,91,6.5,2.46,327
"I, Olga",2016,15,105,6.6,2.46,"2,672"
Ghost in the Shell,2017,12,107,6.3,40.56,"224,420"
Betting on Zero,2016,15,99,7.2,2.46,"5,554"
Bokeh,2017,15,92,5,2.46,"7,764"
Sieranevada,2016,15,173,7.3,2.46,"5,604"
Nocturama,2016,12,130,6.4,0.03,"5,225"
The Love Witch,2016,15,120,6.2,0.23,"19,042"
Stratton,2017,15,94,4.8,2.46,"5,521"
I Am Not Your Negro,2016,15,93,7.9,7.12,"23,109"
The Ornithologist,2016,15,117,6.3,0.05,"3,690"
I Am Heath Ledger,2017,15,90,7.3,2.46,"6,812"
The Exception,2016,15,107,6.8,0.61,"14,897"
Life,2017,15,104,6.6,30.23,"246,308"
Max Steel,2016,15,92,4.6,3.82,"20,366"
Richard Linklater: Dream Is Destiny,2016,15,90,7.3,2.46,419
The Levelling,2016,15,83,6.4,0,"2,768"
The Transporter Refuelled,2015,15,96,5.2,16.03,"44,081"
Once Upon a Time in Venice,2017,15,94,5.3,2.46,"20,585"
Power Rangers,2017,15,124,5.9,85.36,"112,570"
The Hunter's Prayer,2017,15,91,5.5,2.46,"10,217"
Get Out,2017,15,104,7.8,176.04,"669,678"
Sandy Wexler,2017,15,130,5.2,2.46,"18,458"
Sand Castle,2017,15,113,6.3,2.46,"26,293"
Kill Switch,2017,15,91,4.7,2.46,"8,436"
Song to Song,2017,15,129,5.6,0.44,"22,093"
Drone,2017,15,91,5.4,2.46,"6,693"
4 Days in France,2016,15,137,5.8,0.01,590
Frank & Lola,2016,15,88,5.9,2.46,"6,435"
The Zookeeper's Wife,2017,15,127,7,17.45,"45,650"
Frantz,2016,15,113,7.5,0.88,"16,951"
By the Sea,2015,12,122,5.3,0.53,"22,274"
Olympus Has Fallen,2013,15,119,6.5,98.93,"288,159"
Sleepless,2017,12,95,5.6,20.78,"33,819"
The Void,2016,15,90,5.9,0.15,"40,385"
Voice from the Stone,2017,15,94,5.2,2.46,"11,996"
A Cure for Wellness,2016,15,146,6.4,8.11,"106,960"
Before I Fall,2017,18,98,6.4,12.24,"55,654"
Black Butterfly,2017,18,93,6.1,2.46,"14,708"
Gifted,2017,15,101,7.6,24.8,"126,826"
Mifune: The Last Samurai,2015,15,80,7.2,0.06,"1,350"
Alien: Covenant,2017,12,122,6.4,74.26,"296,089"
The Hidden Fortress,1958,15,139,8.1,2.46,"41,370"
Yojimbo,1961,12,110,8.2,2.46,"128,727"
Becoming Bond,2017,15,95,7.5,2.46,"3,141"
Stefan Zweig: Farewell to Europe,2016,12,106,6.7,0.08,"2,582"
Americano,2011,12,105,5.2,2.46,"1,088"
The Dancer,2016,15,108,6.5,2.46,"2,708"
Dressed to Kill,1980,15,104,7.1,31.9,"46,498"
Wonder Woman,2017,12,141,7.4,412.56,"687,756"
I Am Jane Doe,2017,15,91,6.8,2.46,"1,641"
The Promise,2016,15,133,6.1,2.46,"177,780"
The Circle,2017,15,110,5.3,20.5,"98,074"
The Lost City of Z,2016,15,141,6.6,8.58,"97,281"
Between Us,2016,15,100,5.6,2.46,881
CHIPS,2017,15,100,6,18.6,"50,140"
Mindhorn,2016,15,89,6.3,2.46,"13,606"
Mean Dreams,2016,15,108,6.3,2.46,"4,776"
The Shack,2017,15,132,6.3,57.39,"38,389"
The Last Word,2017,15,108,6.6,1.78,"8,728"
Small Crimes,2017,15,95,5.8,2.46,"8,738"
The Sense of an Ending,2017,15,108,6.4,1.24,"7,132"
Hockney,2014,12,112,6.8,0.12,369
Here Alone,2016,15,98,5.6,2.46,"7,780"
The Mummy,2017,15,111,5.4,80.1,"201,627"
Blind,2016,15,98,5.8,2.46,"4,456"
Chris & Don: A Love Story,2007,15,90,7.8,0.21,973
John Wick: Chapter 2,2017,15,122,7.4,92.03,"495,833"
The Comedian,2016,15,120,5.8,1.66,"7,908"
Term Life,2016,18,93,5.6,0.01,"8,540"
Up for Love,2016,15,98,6.3,2.46,"8,944"
Table 19,2017,15,87,5.8,3.61,"30,471"
Book of Love,2016,18,106,6,2.46,"4,661"
Split,2016,15,117,7.3,138.29,"534,442"
Fast & Furious 8,2017,15,136,6.6,226.01,"248,406"
Wilson,2017,15,94,5.8,0.65,"10,948"
War Machine,2017,15,122,6,2.46,"49,350"
Kong: Skull Island,2017,15,118,6.7,168.05,"337,553"
The Kingdom of Dreams and Madness,2013,15,118,7.7,2.46,"5,518"
xXx: Return of Xander Cage,2017,15,107,5.2,44.9,"96,026"
Shut In,2016,15,91,4.8,6.88,"14,554"
King Arthur: Legend of the Sword,2017,15,126,6.7,39.18,"227,912"
Kidnap,2017,15,95,5.9,30.72,"38,587"
The Boss,2016,15,99,5.4,63.29,"48,159"
The Boss Baby,2017,12,97,6.3,175,"137,366"
Pet,2016,15,94,5.7,0.01,"18,512"
Amnesia,2015,15,96,6.1,2.46,"1,196"
The Dinner,2017,15,120,4.5,1.32,"9,274"
Handsome Devil,2016,15,95,7,2.46,"16,441"
First Kill,2017,18,97,5,2.46,"12,265"
Cirque du Soleil: Worlds Away,2012,12,91,6.7,12.5,"8,184"
Collide,2016,15,99,5.7,2.28,"17,133"
Heartstone,2016,15,129,7.4,2.46,"6,023"
The Ottoman Lieutenant,2017,12,106,6.4,2.46,"26,504"
The King and the Mockingbird,1980,15,83,7.7,0.03,"5,405"
Viceroy's House,2017,12,106,6.7,1.11,"8,459"
Eagles of Death Metal: Nos Amis,2017,15,84,7.9,2.46,"1,001"
Gimme Danger,2016,15,108,7.2,0.44,"6,359"
A Quiet Passion,2016,18,125,6.5,1.86,"6,179"
Saving Banksy,2017,15,80,6.8,0.05,"1,095"
Fallen,2016,18,91,5.2,2.46,"15,675"
Moka,2016,12,89,6.2,0.13,"1,196"
From the Land of the Moon,2016,15,120,6.6,0.04,"6,577"
Deidra & Laney Rob a Train,2017,12,92,6,2.46,"2,057"
Graduation,2016,15,128,7.3,0.18,"14,502"
Wakefield,2016,15,106,6.3,0.26,"17,726"
Lupin III: The Castle of Cagliostro,1979,15,100,7.6,2.46,"32,486"
T2 Trainspotting,2017,15,117,7.2,2.4,"130,721"
Two Lovers and a Bear,2016,15,96,6,2.46,"2,121"
In the Land of Blood and Honey,2011,15,127,4.7,0.3,"34,547"
The Girl Who Leapt Through Time,2006,15,98,7.7,2.46,"69,606"
Person to Person,2017,15,84,5.7,0.05,"1,770"
Beatriz at Dinner,2017,15,82,6,7.12,"10,683"
Mapplethorpe: Look at the Pictures,2016,15,108,7.5,2.46,"1,541"
The Mist,2007,15,126,7.1,25.59,"331,703"
Shot Caller,2017,15,121,7.3,2.46,"93,776"
My Cousin Rachel,2017,15,106,6,2.68,"20,542"
All Eyez on Me,2017,15,139,5.9,44.92,"24,401"
By Sidney Lumet,2015,15,103,7.2,2.46,443
Tom of Finland,2017,15,117,6.8,0.38,"6,317"
6 Days,2017,15,94,6.2,2.46,"24,006"
The Bleeder,2016,15,98,6.5,0.32,"6,833"
6 Years,2015,15,79,5.6,2.46,"13,078"
Gaga: Five Foot Two,2017,15,100,7,2.46,"13,535"
Killing Gunther,2017,15,92,4.8,2.46,"15,024"
The Little Hours,2017,15,90,5.8,1.65,"24,869"
Death Note,2017,15,101,4.6,2.46,"89,194"
Unforgettable,2017,15,100,5.1,11.27,"16,565"
Science Fiction Volume One: The Osiris Child,2016,15,99,5.5,2.46,"9,059"
Middle Man,2016,15,104,5.8,2.46,863
Uptown Girls,2003,15,92,6.2,36.92,"41,751"
Guardians of the Galaxy: Vol. 2,2017,15,136,7.6,389.81,"740,875"
Speech & Debate,2017,15,105,5.9,2.46,"1,450"
Baywatch,2017,15,116,5.5,58.06,"197,900"
Okja,2017,15,120,7.3,2.46,"129,484"
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2016,15,118,6.1,3.81,"6,440"
Churchill,2017,12,105,6,1.28,"15,620"
Strike a Pose,2016,18,83,7.2,2.46,"1,796"
The Hitman's Bodyguard,2017,15,118,6.9,75.47,"242,481"
The Dark Tower,2017,15,95,5.6,50.7,"143,982"
Sami Blood,2016,15,110,7.3,2.46,"8,137"
Atomic Blonde,2017,15,115,6.7,51.69,"203,206"
The Death and Life of Marsha P. Johnson,2017,15,105,7.2,2.46,"3,142"
Endless Poetry,2016,15,128,7.5,0.03,"6,476"
What Happened to Monday,2017,15,123,6.8,2.46,"131,249"
A Family Man,2016,15,108,6.5,2.46,"13,180"
Rex,2017,15,116,7.1,13.41,"25,668"
Paris Can Wait,2016,15,92,5.8,5.62,"9,542"
Staying Vertical,2016,15,98,5.9,0.01,"2,469"
Abacus: Small Enough to Jail,2016,15,88,7.1,0.1,"2,916"
Wind River,2017,15,107,7.7,33.8,"271,626"
The Hero,2017,15,96,6.5,4.08,"10,286"
East Side Sushi,2014,15,106,7.1,3.5,"4,521"
Indivisible,2016,15,100,6.9,2.46,"1,374"
Maudie,2016,15,115,7.6,6.17,"20,278"
Chronic,2015,15,93,6.6,0.01,"3,522"
As You Are,2016,15,110,6.5,2.46,"2,711"
Landline,2017,15,97,6.4,0.94,"4,840"
Unfreedom,2014,15,102,5,2.46,"1,990"
The Only Living Boy in New York,2017,15,89,6.3,0.62,"16,618"
Realive,2016,15,112,5.9,2.46,"5,500"
Una,2016,15,94,6.2,2.46,"11,322"
Never Here,2017,15,110,4.2,2.46,"1,012"
A Ghost Story,2017,15,92,6.8,1.6,"77,551"
The Beguiled,2017,15,93,6.3,10.58,"60,619"
A Very Sordid Wedding,2017,15,109,5.4,2.46,"1,665"
Baby Driver,2017,15,113,7.6,107.83,"587,601"
Valerian and the City of a Thousand Planets,2017,15,136,6.4,41.19,"193,110"
Ingrid Goes West,2017,15,98,6.6,3.02,"47,085"
God's Own Country,2017,15,104,7.6,0.34,"34,403"
Gun Shy,2017,15,92,4.1,2.46,"3,289"
The Glass Castle,2017,15,127,7.1,17.27,"37,530"
Affluenza,2014,15,85,4.8,2.46,765
Acts of Vengeance,2017,15,87,5.7,2.46,"13,347"
American Made,2017,15,115,7.1,51.34,"201,802"
L'amant double,2017,15,107,6.2,0.17,"13,346"
Walking Out,2017,15,95,5.8,0.1,"6,613"
Tulip Fever,2017,15,105,6.2,2.43,"22,509"
To the Bone,2017,15,107,6.8,2.46,"53,584"
The Young Karl Marx,2017,15,118,6.6,0.13,"7,111"
Whitney: Can I Be Me,2017,15,105,6.8,2.46,"5,100"
One of Us,2017,15,95,7,2.46,"7,044"
War for the Planet of the Apes,2017,15,140,7.4,146.88,"273,503"
Unrest,2017,15,98,7.5,0.04,"3,164"
The Odd Way Home,2013,15,87,6.6,2.46,197
Mudbound,2017,15,134,7.4,2.46,"52,994"
120 BPM,2017,15,143,7.4,0.13,"16,453"
Through the Wall,2016,15,110,6.5,1.4,"1,497"
Victoria & Abdul,2017,15,111,6.8,22.25,"37,633"
My Life as a Courgette,2016,15,66,7.8,0.29,"28,188"
24 Hours to Live,2017,15,93,5.8,2.46,"15,622"
Maya Dardel,2017,15,104,5.2,2.46,448
Boris Without Béatrice,2016,15,93,6.1,2.46,446
The Student,2016,15,118,6.9,0,"5,980"
Collection,2014,15,95,4.9,2.46,"3,189"
Mr. Gaga,2015,15,100,7.5,0.17,949
Dream Boat,2017,15,92,5.4,0,"1,729"
Kingsman: The Golden Circle,2017,15,141,6.7,100.23,"353,008"
Dunkirk,2017,15,106,7.8,188.37,"717,288"
Beach Rats,2017,15,98,6.4,0.47,"16,052"
Geostorm,2017,15,109,5.3,33.7,"115,394"
Rodin,2017,15,119,5,0.04,"1,405"
The Mountain Between Us,2017,15,112,6.4,30.35,"79,508"
The Killing of a Sacred Deer,2017,15,121,7,2.29,"171,881"
The Tribes of Palos Verdes,2017,15,104,5.8,0,"2,816"
Brawl in Cell Block 99,2017,15,132,7.1,2.46,"72,588"
Star Wars: Episode VIII - The Last Jedi,2017,15,152,6.9,620.18,"659,896"
Ali and Nino,2016,15,100,6.8,2.46,"5,474"
Battle of the Sexes,2017,15,121,6.7,12.64,"58,746"
Unlocked,2017,15,98,6.3,2.46,"37,833"
Wheelman,2017,15,82,6.4,2.46,"21,924"
Mark Felt: The Man Who Brought Down the White House,2017,15,103,6.4,0.77,"14,415"
Thelma,2017,15,116,7,0.15,"35,741"
Breathe,2017,15,118,7.1,0.49,"24,232"
Justice League,2017,15,120,6.1,229.02,"471,553"
Mother!,2017,15,121,6.6,17.8,"243,355"
Princess Cyd,2017,15,96,6.7,2.46,"4,316"
Blade Runner 2049,2017,15,164,8,92.05,"631,601"
Call Me by Your Name,2017,15,132,7.8,18.1,"300,485"
American Anarchist,2016,15,80,5.9,2.46,"1,797"
The Adventurers,2017,15,140,5.6,0.22,"3,282"
Rememory,2017,15,111,6.1,2.46,"17,494"
Marjorie Prime,2017,15,99,6.3,0.18,"6,787"
Cameraperson,2016,15,102,7.4,0.1,"3,118"
Lamb,2015,15,97,6.3,0.01,"2,283"
It,2017,15,135,7.3,327.48,"589,755"
Honeyglue,2015,15,107,6,2.46,621
Despicable Me 3,2017,15,89,6.2,264.62,"147,878"
"I, Tonya",2017,15,119,7.5,30.01,"235,784"
Marshall,2017,15,118,7.3,10.05,"26,078"
Bright,2017,15,117,6.3,2.46,"198,607"
Crooked House,2017,15,115,6.3,2.46,"26,587"
Beyond Skyline,2017,15,106,5.3,2.46,"23,053"
"Three Billboards Outside Ebbing, Missouri",2017,15,115,8.1,54.51,"540,260"
Lady Bird,2017,15,94,7.4,48.96,"316,455"
The Untamed,2016,15,98,6.1,0.03,"6,413"
Coco,2017,15,105,8.4,209.73,"563,893"
Women Who Kill,2016,15,93,5.6,2.46,703
Borg McEnroe,2017,15,107,6.9,14.11,"33,887"
Sun Choke,2015,15,83,5.5,2.46,"1,290"
Hangman,2017,15,98,5.2,2.46,"18,532"
Last Flag Flying,2017,15,125,6.9,0.97,"27,308"
The Florida Project,2017,15,111,7.6,5.9,"123,734"
Stronger,2017,15,119,6.9,4.21,"48,520"
Rebel in the Rye,2017,15,106,6.7,0.38,"10,551"
Wonderstruck,2017,15,116,6.2,1.03,"10,875"
Better Watch Out,2016,15,89,6.5,0.02,"43,267"
The Snowman,2017,15,119,5.1,6.67,"70,065"
Professor Marston and the Wonder Women,2017,15,108,7,1.59,"28,055"
American Assassin,2017,15,111,6.2,36.25,"87,311"
Goodbye Christopher Robin,2017,15,107,7.1,1.74,"29,252"
The Shape of Water,2017,15,123,7.3,63.86,"439,549"
Acts of Violence,2018,15,86,5.3,2.46,"13,178"
Brigsby Bear,2017,15,97,7.3,0.53,"17,546"
Bullet Head,2017,15,93,5.4,2.46,"11,111"
Score: A Film Music Documentary,2016,15,93,7.5,0.1,"4,806"
Wonder Wheel,2017,15,101,6.2,1.4,"30,356"
Ballerina,2016,15,89,6.7,24.7,"23,865"
Rocks in My Pockets,2014,15,88,7.4,0.02,888
Darkest Hour,2017,15,125,7.4,56.47,"215,073"
The Foreigner,2017,15,113,7,34.39,"121,070"
The Villainess,2017,15,124,6.6,0.03,"16,331"
Thor: Ragnarok,2017,15,130,7.9,315.06,"798,053"
Millennium Actress,2001,15,87,7.8,0.19,"30,865"
Only the Brave,2017,15,134,7.6,18.34,"75,156"
Molly's Game,2017,15,140,7.4,28.78,"183,312"
Murder on the Orient Express,2017,15,114,6.5,102.83,"282,170"
Final Portrait,2017,15,90,6.2,0.46,"5,954"
Horse Money,2014,15,103,6.9,2.46,"1,908"
Heaven Is for Real,2014,15,99,5.8,91.44,"28,153"
The Post,2017,15,116,7.2,81.9,"159,263"
LBJ,2016,15,98,6.5,2.47,"7,502"
Dancer,2016,15,85,7.8,0.04,"3,142"
Suburbicon,2017,15,105,5.8,5.78,"46,546"
Zero Motivation,2014,15,97,7.2,0.1,"4,461"
Newness,2017,15,117,6.3,2.46,"17,769"
In Bed with Victoria,2016,15,97,6.1,2.46,"4,143"
9/11,2017,15,90,4.5,2.46,"4,445"
1922,2017,15,102,6.2,2.46,"70,009"
Columbus,2017,15,104,7.2,1.02,"20,251"
The Nile Hilton Incident,2017,15,111,6.8,0.08,"9,032"
"Roman J. Israel, Esq.",2017,15,122,6.5,11.96,"41,972"
Becks,2017,15,98,6.3,2.46,"1,236"
Phantom Thread,2017,15,130,7.4,21.02,"141,596"
Please Stand By,2017,15,93,6.7,0.01,"14,851"
Wings of Desire,1987,15,128,7.9,3.33,"75,050"
Loveless,2017,15,127,7.6,0.57,"34,926"
Lucky,2017,15,88,7.3,0.96,"25,433"
Wonder,2017,15,113,7.9,132.42,"174,361"
The Light of the Moon,2017,15,90,6.3,2.46,977
Girls Lost,2015,15,106,6.1,2.46,"1,297"
Redoubtable,2017,15,107,6.6,0.08,"5,861"
Sicilian Ghost Story,2017,15,122,6.5,0.02,"2,377"
A Family,2017,15,97,5.2,2.46,217
On the Silver Globe,1988,15,166,7.2,2.46,"4,199"
Janis: Little Girl Blue,2015,15,103,7.4,0.41,"5,587"
42nd Street,1933,15,89,7.3,2.3,"12,767"
3:10 to Yuma,1957,15,92,7.6,2.46,"21,210"
Lover for a Day,2017,15,76,6.7,2.46,"2,400"
Chavela,2017,15,93,7.7,0.15,"1,135"
Annihilation,2018,15,115,6.8,32.73,"351,489"
The Death of Stalin,2017,15,107,7.2,8.04,"110,335"
The Outsider,2018,15,120,6.2,2.46,"28,329"
Downsizing,2017,15,135,5.8,24.45,"119,368"
Hollow in the Land,2017,15,92,5.6,2.46,"1,961"
A Journey Through French Cinema,2016,15,201,7.7,0.04,963
Spider-Man: Homecoming,2017,15,133,7.4,334.2,"700,901"
The Party,2017,15,71,6.5,0.75,"20,249"
The Greatest Showman,2017,15,105,7.5,174.34,"301,959"
Proud Mary,2018,15,89,5,20.87,"10,450"
All the Money in the World,2017,15,132,6.8,25.11,"89,173"
Colossal,2016,15,109,6.2,3.02,"68,018"
Mayhem,2017,15,86,6.4,2.46,"24,453"
Good Time,2017,15,102,7.3,2.03,"134,778"
Irreplaceable You,2018,15,96,6.4,2.46,"10,217"
In Search of Fellini,2017,15,93,6.2,0.01,"2,827"
Lady Macbeth,2016,15,89,6.8,1.13,"26,033"
Film Stars Don't Die in Liverpool,2017,15,105,6.7,1.03,"10,463"